avgAnnCount,avgDeathsPerYear,PctBachDeg25_Over,PctPrivateCoverage,medIncome,PctUnemployed16_Over,PctHS25_Over,TARGET_deathRate,povertyPercent
176,76,7.9,54.3,34991,11.1,41.4,232.1,23.9
103,52,5.1,48.3,29344,9,37.4,254.3,30.6
296,115,10.4,64.8,36736,12.7,32.7,183.6,21.6
219,89,13.8,64.4,49012,7.9,35.2,210.6,16
131,59,5.3,39.7,25215,15.9,36.9,266.2,38.2
58,29,9.6,57.1,39184,9.7,27.8,202.4,20.9
108,47,8.4,65.3,35664,10,38.8,205.8,20.6
832,322,13.7,58.4,41382,10.8,29,160,19
29,11,14.3,72.3,63184,4.2,33.7,150.7,10.9
59,21,14,53.9,40593,8.1,29.5,136.5,18.3
81,23,34.2,77.4,66846,4,20.5,125.2,8.4
24,10,17.9,33.3,31227,9.7,24.7,145.4,29.9
22,5,39.7,73.4,59603,5.8,18,97.9,9.9
15,6,14.7,60.2,44562,6.4,35.1,133.8,13.9
66,15,32.3,68.3,68352,4.7,17.2,87.6,9.7
123,38,18.6,67.2,62380,8.2,24.8,145,9.5
26,9,12.6,67.2,45784,5.1,35.1,118.4,11.4
157,74,7.4,58.6,33881,9.8,37.5,198.2,23.1
883,329,17.8,69.9,61501,6.6,27,150.7,10.5
54,24,14.7,61.6,46838,2.5,31.7,184.3,14
5047,1524,25.7,71.9,85336,9,22.6,142,9
5129,1741,20.5,71.3,65809,9.3,27.1,157.5,12.2
1190,389,19.5,75.8,73413,7.1,29.3,151.2,7.7
1021,339,22.2,80.1,76365,6,26.8,154.9,7.9
5021,1788,18.4,69.1,60387,9.5,30.2,169,13
1573,534,17.7,74.1,65813,8.3,31.2,162.6,11.1
754,239,21.4,81.8,78653,6.8,27.4,152.3,7.5
569,229,13.9,68.9,57547,9.3,34.3,172.2,10.3
125,53,6.1,64.8,39546,8.3,42.1,212.4,18.1
176,74,9.3,56.1,34425,11.2,37.1,200.3,23.9
940,347,14.1,69.2,54271,8.4,33.5,190.7,14.1
2780,1022,20.6,73.4,64632,7.4,28.6,177.2,12.3
1447,525,13.5,64.7,53316,8,35.3,168.7,13.9
2881,1084,23.3,69.6,69992,9.6,18,182.3,18.4
1031,426,21.5,71.3,44325,7.9,21.5,182.4,21.6
131,56,7.5,64.3,47121,8.9,43.8,206.1,19.6
1003,395,14.4,60.6,44800,8.6,30.6,191.5,15.6
147,72,7.8,57.4,39980,12.4,37,209.9,22.6
3721,1571,16.9,64.2,47973,10.9,28.8,181.2,14.5
8954,3397,19.8,58.4,51485,10,27.6,157.6,14.5
58,19,7.8,44.7,26504,20.4,38.9,154.5,33.2
68,32,8.2,49,35256,10,37.5,174.7,22.3
1366,561,13.1,61.1,43242,10.8,34.9,149.8,11.9
1269,557,11.1,57.6,36383,13.1,38.2,184.3,20.1
935,357,16.7,70.1,58539,10.7,30.7,182.6,10.9
1869,756,19.8,58.6,58403,7.8,26.7,123.2,14.3
376,170,9,53.8,38484,14.8,36.1,203.3,21.7
176,73,6.8,39.1,36945,9.4,40.9,160.4,29.7
103,48,6.1,43.8,32121,7.2,41,195.9,27.1
4383,1638,18.7,63.5,46013,10,28.6,189.2,18.2
1537,662,16.4,65.5,46139,9.4,28.9,186.7,15.3
98,39,9.9,54.5,33315,13.3,42.9,197.7,28.1
698,300,15.1,61.9,51556,9.3,34.7,174.6,11.6
66,34,10.1,52.8,36788,9.4,35.4,216.2,25.3
224,101,10.4,53.7,35849,11.2,34.6,184.7,25.6
85,48,7.7,50.2,40788,10.4,38.8,209.2,19.8
68,28,5.8,47.1,38783,12.9,44.5,135.3,21.1
89,39,11.5,58.7,38419,10.2,34.7,189.1,23.1
56,32,7.2,49.7,31734,15.8,37.4,188.4,31.7
119,47,7.4,36.5,35371,11,41.1,161.9,29.9
138,60,6.3,38,38494,11.9,32.2,163.7,25.3
1300,567,10.6,55.7,40094,13.7,37.5,178.1,15.3
115,47,9.4,61.9,39930,8.1,35.5,194.1,17.3
769,335,10.7,53.2,35787,13.3,36.3,161.6,19.5
6000,2154,19.5,61.2,50758,9,27.3,168.9,16.8
67,50,7.3,47.8,35651,15.4,36.9,191.5,26.7
1056,472,16.4,59.5,47548,12.2,30.3,167.3,14.7
74,35,11.9,64.3,40205,9.4,31.5,173.5,18
34,19,7.8,51.7,38071,14.6,36.7,208.1,25.6
2251,879,14.3,62.7,46895,9.7,33.5,171.3,13.8
3895,1519,16.2,57.6,49147,10.1,31.6,142.1,16
950,369,25.3,74,45463,10.6,19,155.8,23.3
561,227,13.3,63.4,40124,8.3,33.1,189.6,20.1
296,139,7,46.7,37433,11.1,40.9,232,21.2
32,17,6.8,53.4,38473,10.2,43.5,220.4,24.7
70,41,6.9,51.6,33017,11.8,39,166.9,27.7
2013,823,16.8,61.1,51673,8.6,30.7,146.7,14.1
2696,1089,11.7,54.1,39860,12,36.6,183.4,17.8
1068,446,19.8,64.9,55472,9.7,26.1,146.5,12.1
11495,4052,17.1,46.4,42754,10,28.5,137.3,20.4
420,181,19.2,59.2,57411,6,27.9,168.5,14
466,171,15.1,66.2,56728,9.8,35.5,176.3,11.7
879,380,17.8,69.8,55952,6.9,26.2,182.8,12.4
314,146,7.7,63.3,36923,10.1,39.8,211.1,22
216,101,7,43.9,37065,11.8,37,203.3,25.9
4568,1645,20.8,60.3,47069,9.1,26.1,161.7,18.2
1081,413,12.7,51.9,42945,9.8,34.3,155.6,19.3
8287,3265,21.1,60.5,52225,9.5,25.5,144.3,14.9
3154,1281,14.2,61,45219,9.4,33.7,176.4,14.7
5978,2528,18.8,61.3,45162,8.4,29.5,165,15.2
3846,1386,12.8,55.7,42768,10.6,36.2,168.1,18.1
505,226,7.7,45.1,32054,12.6,38.8,211.6,28.5
1072,381,27.6,75.5,66560,6.7,21.2,149.9,8.2
1630,692,12.8,53.6,42722,12.4,33.4,162.4,17.3
3400,1382,18.6,66.7,44852,9.1,26.5,186.7,19.5
708,314,17.9,70.5,58587,7.9,28,190.7,11.2
3000,1247,19.3,66.2,52109,8.2,30.2,146.4,10.8
1940,729,23.6,67.8,56443,9.4,24.1,160.8,11.8
1067,358,16.3,66.6,51907,9,30.6,142.9,10.9
240,120,8.8,48.9,38177,11.1,40.8,198.7,23.7
120,57,5.4,60.6,36374,9,39.2,198.5,23.4
214,61,5.5,59.6,40207,11.7,37.4,362.8,24.3
3119,1430,14.1,59.7,40881,9.1,33.8,178.3,17.7
143,63,11.6,67.5,51642,9.3,39.4,209.3,15.1
570,189,18.6,76.5,68421,4.5,29.3,169.8,7.7
266,120,12.5,60.1,44402,6.1,39.6,206.1,16.5
222,106,14.9,50.9,38027,7.9,31.1,207.3,20.6
91,47,9.4,40.9,29652,8.9,40.1,225.5,26.8
17,10,15.3,59,41800,2.2,36.3,258.7,18
1083,392,19,74.8,58205,4.9,26.6,169.2,12.6
29,16,9.4,48.2,36566,9.1,42.8,195.8,20.9
473,201,14.1,66.1,46071,8.6,33.2,186.9,18.6
30,16,12,58.2,41469,9.2,40.7,192.4,17.8
91,41,9.9,58,36953,6.4,40.3,205.3,19.2
420,182,10.5,60.5,46614,5.7,40,210.2,15.8
124,61,18.3,67.4,45574,3.7,35.1,205.2,15.9
241,112,11.6,52.4,36424,9.2,37.2,182.4,18.8
31,14,17.6,63.8,50348,2.7,42.3,202.1,12.4
24,12,15.8,69.5,52032,5,37.4,186.6,12
322,138,14.5,65.4,49136,5.6,35.6,184.6,14.5
173,81,10.1,61.9,40774,4.4,43.5,227.9,19.2
244,114,12.7,64.5,51199,4.3,37.7,193.7,12.1
30,13,17.9,74.8,49774,3.6,36,174.4,12.3
35,14,10,61.4,34872,4.4,37,174.7,25.2
15,8,15.5,56.8,33750,8.7,26.6,223.9,24.8
22,8,13.2,66,49204,1.6,38.6,159.7,10.6
74,34,8.7,46,35313,8.7,38.7,200,24.5
92,43,8.2,50.7,34837,7.1,38,226.9,23.4
124,58,12.8,62.1,41370,7.6,27.2,209.2,17.2
42,21,8.5,48.6,32645,6.5,44.8,231.3,23
57,30,10.2,46.8,35977,6.7,35.5,215,20.1
269,124,13,58.6,41514,7.8,34,203.1,18.2
81,31,13.6,70.5,59525,3.6,36.1,174.7,10
62,29,13.2,57.1,36699,5.5,34.7,226.1,19.1
54,28,8.4,54.2,35522,7.8,34.4,191.7,20.7
219,132,8.5,49.4,36627,9.4,39.8,214.4,24
162,82,9.1,60.2,46083,7.1,39.5,198.3,14.9
204,76,17.7,64.8,55602,6,34.4,160.2,13.8
55,25,10.2,61.2,52662,4,42.5,200.2,12.5
196,66,16.6,71.2,58392,3.9,34.7,175,10.2
183,83,9.2,43,34964,8.3,41.6,202.4,20.9
145,69,9.2,50.6,33450,10.8,38,202.4,22.4
51,20,12.7,69.1,54107,5.4,41.2,182.3,11.8
99,43,8.3,51.7,38517,7.6,35.1,196.9,18
221,102,11.3,55.1,41806,7,37.5,202.5,17.6
84,38,13.3,59.2,43783,3.6,39.2,203.3,15.1
400,179,13.2,52.4,41015,8.2,35.8,211.7,22.2
69,27,17.1,70.3,46874,5.9,35.4,181.6,13.4
55,28,10,58.2,39706,8.4,42.1,189.7,16.1
71,37,7.7,46.3,34172,9.6,37.3,237.1,25
3322,1373,19.8,61.5,48226,6,25.3,186.1,17.9
238,107,10.6,55.4,38183,10.4,37,214.1,21.5
242,108,11.2,62.9,48014,7.1,41.9,173.6,16.6
166,96,9,52.4,35580,9.4,36.4,229.7,22.1
92,47,11.9,59.8,43476,6.3,42.3,213.8,15.4
295,119,21.1,70.8,41037,6.3,27.4,177.4,23.7
248,118,10.8,57,39900,6.2,36.4,195.8,21.7
203,86,16.7,58,41423,6.2,33.5,195.7,17.3
361,152,12.7,59.6,45710,6.8,35.5,190,17.5
59,39,8.4,43.1,32215,10.6,39.2,226.4,23.1
18,8,14.9,71.2,56139,0.8,39.7,153.2,12.3
432,170,16.8,72.8,56465,5.5,33.1,174.5,10
152,68,8.9,49.4,35964,8.4,36.2,208.9,24.7
187,109,9.4,45.5,35592,9.8,39.5,214.9,27.9
257,114,12.8,62.5,42967,6.6,38.9,189.1,15.5
73,28,14.9,65.5,49780,3.5,28.4,153.1,13.6
41,18,11.9,53.7,35274,7.1,35.8,166.1,23.8
2938,1155,20.7,64.4,50507,6.5,25.8,183.9,14.8
336,137,16.2,67,58921,6,35.3,177.5,9.8
312,131,18.5,67.2,49056,5.3,33.8,185.2,13.9
65,29,15,67.3,47391,3.5,40,186.9,13.9
48,14,16.9,74.7,48831,2.8,33.5,125.3,14.3
86,35,11.9,73.6,56067,5.1,39.7,155.7,12.3
110,46,13.1,61.9,38966,10.1,31.8,169.5,20.6
361,140,29,75.4,54089,8.6,14.9,155.6,18.9
1976,720,21.5,75.3,65555,8.3,23.5,160.2,9.5
231,93,14.6,62.4,45132,7.6,26.3,180.2,15.4
265,108,12.4,69.1,57517,9.8,33.8,185.7,12
450,209,11.4,57.4,39956,11.7,32.6,200.3,19.8
137,46,10.5,56.9,38155,13.5,37.8,144.3,18.3
170,88,14.7,63.1,40524,11.3,27.7,189.8,17.1
929,305,20.7,64.4,52387,9.4,22.9,154.3,13.2
684,334,10.1,56.8,41504,12.2,32.1,189.2,19.9
16,5,10.3,63.5,51978,9.2,39.3,174.2,11.7
47,17,10.8,60.7,41304,9,32.3,131.4,16.8
39,18,9.8,64.3,36340,16.1,33.9,162.7,21.3
104,41,21,63.2,54063,5.1,25.6,166.7,14.6
1208,509,15.9,57.9,44835,10.8,27.4,172.4,18.1
91,42,11.3,53.8,42753,14.4,29.5,163.9,21.2
640,281,10.3,56.9,37230,12.3,32.1,199.7,20.6
383,159,12.6,58.1,39234,12.4,29.9,177.9,21.9
48,17,12.1,54.7,40328,10.6,33.4,139.2,19.3
1780,748,17.2,65.4,44976,9.9,25,169.1,18.4
342,152,14,56.3,40226,7.9,28.1,199.9,18.8
675,273,12,62.3,44358,10.6,31,186.5,19.1
157,61,9.4,54.6,35094,11.2,29.9,164.4,28.7
1588,586,14.5,61,48554,10.7,27.2,168.9,17.7
61,23,7.9,63.5,51839,8.6,35.4,191.7,16.3
3314,1262,25.1,67,53519,8.8,18.4,177.1,18.6
416,153,18.1,69.4,52626,10.8,26.8,165.5,14.1
16,5,12.7,59.9,53277,7.9,36.7,180.4,14.2
170,67,13.4,62,41662,7.8,34.6,165.1,17.5
348,148,10.1,59.6,44780,9.4,29.1,181.2,18
146,59,15.2,63.8,44841,7.1,33.4,169,17.7
66,26,12.9,74.4,51754,3.3,36,141,10.9
301,106,19.2,82.9,62526,2.6,29.3,162.4,8.5
32,17,15.6,79,51470,1.3,33.8,178,10.9
106,47,15.2,81.3,86354,1.7,28.5,170.1,6.9
169,75,6.4,49.6,34116,13.4,43.6,217.2,24.8
569,241,10.1,68.4,43602,9.2,39.7,185,18
275,127,13.1,70.7,47369,7.8,42.8,189.4,14.6
625,263,8.9,61.7,39757,8.9,44.9,203.2,21.5
271,105,13.9,70.6,34216,10.9,32.3,192.1,29.9
269,110,11.6,78.2,52650,5,43.9,189.7,8.3
406,185,9.4,69.5,41983,8.5,43.5,185.2,16.1
264,112,8,63.2,46484,9.9,48.1,213.3,15
1721,706,18.4,73.6,58558,7.2,34,189,14.4
180,67,6.7,65.3,46177,7.1,47.5,172.8,13.5
215,90,10.7,71.9,50302,9.1,45.1,190.1,11.3
814,360,11.5,64.9,42029,10,36.4,200.6,18.2
1007,370,18.3,74.1,62158,5.5,34,178.7,11.2
231,108,10.3,66.9,49453,9.2,40.6,224.3,13.7
624,259,9.5,63.5,42645,9,46.5,178.3,15.9
214,96,8.5,63.4,41547,7.8,50.3,203,18.1
276,113,8.4,68.5,39881,8.1,44.9,184.6,15.4
7637,3091,18,65.3,44138,10.6,28.3,187.1,19.6
293,128,7.7,70.1,46610,7.6,49.9,179.6,12.2
211,91,11.1,73.3,53026,8.4,44.2,188.6,11.7
747,234,33.3,87.4,97802,3.2,20.6,152.1,4.8
495,208,13.4,71.7,49234,7.7,39.5,193.7,13.9
720,272,17.5,74.3,59921,6.9,34.4,173.4,9.6
152,68,10.4,60.4,44947,8.6,46.7,194.3,15.8
183,94,11.5,78.8,54666,6.7,40.8,181.2,10.5
174,78,8.4,57.8,36675,7.5,40.5,201,26.1
513,173,23.8,77.5,72264,4.1,27.3,142.4,7.8
789,295,19.4,76.6,59382,7.6,25.6,159.2,13.2
237,111,8.5,59.8,41940,11.7,43.1,215.8,17.2
4146,1677,21.5,68.1,48973,8.8,27.1,185.1,17.6
375,158,16.2,75.8,51498,6.9,36.1,175.7,12.7
150,65,7.2,66.8,45195,9.6,49.2,185.1,19
97,47,5.4,67.7,42582,5.6,48.7,201.4,16.9
134,60,10.2,76.8,53645,6.7,43.9,162.8,10.2
223,107,7.5,56.3,41611,11.5,43.1,199.8,19.3
167,75,10.1,62.2,42374,9.5,43.7,205.9,17.5
126,59,5.3,45.9,50069,4.2,35.1,147.4,12.4
311,140,8.6,68.9,47824,7.2,48.1,206.3,13.4
173,83,10.9,59.4,41161,11.5,41.8,210.9,20
439,197,9.6,66,40148,8.8,42.5,194.7,20
363,131,14.6,68.5,46908,6.6,41.2,179.5,15.1
1415,558,17.3,77,58697,6,33.9,182.5,8.9
335,155,9.3,62.6,41608,8,43.1,201.5,17.5
888,349,14.9,71.7,57308,7.2,37.2,188.8,13.5
252,114,10.2,69.2,50753,7.6,49.4,205.6,17
1653,664,14.2,71.6,52331,8.8,33.4,182.1,14.7
1813,976,14.7,64.7,42344,11.1,31.2,196.2,20.7
211,91,12.2,72.9,52996,5.9,40.7,197,12.6
1511,661,14.2,63.8,41316,9.5,38.1,190.7,18.9
395,160,7.5,63.2,42240,9.6,42.6,202,21.3
894,325,20.9,80.9,68405,5,32.4,167.4,7
130,62,8.3,56.9,38081,12.1,43.5,206.9,22.6
219,95,9.9,79.3,52606,5.5,49.1,181.9,8.9
562,230,13.3,73,51868,7.6,36.9,177.8,10.6
88,41,6.7,65.2,40646,7.4,51.2,188.9,15.7
2919,1252,15.3,64.7,42994,9.4,28.8,186.9,19.7
89,39,7.2,58.6,37923,9.3,47.5,187.9,18.1
183,75,8.9,71.3,49846,7,46.2,185,12.1
480,225,9.8,61.9,41814,8.3,42.9,211.5,19.1
74,27,5.7,64.3,43953,7,52.1,122.5,16.3
276,114,13.7,75.6,50345,5.5,38.6,185.3,10.1
107,52,8.4,70.2,47358,6.6,50.1,215.5,12.3
179,79,7,62.5,43341,9.5,43.9,200.6,17.8
282,121,11.2,72.5,54868,6.9,42.9,197.4,13.2
156,75,7.1,52.1,40512,13.4,42,217.9,21.9
796,323,16.2,74.5,52047,8.7,37.8,186.3,14.2
244,101,8.1,68.5,49516,7.3,46,192.7,13
168,64,11.9,85.3,56519,3.4,42.8,154.6,7.8
703,305,10.5,65.4,41948,8.7,41.2,186,15.9
401,181,9.3,62.1,42466,11.3,42.8,203.9,19.2
316,149,9.7,72.9,46447,7.6,43,193.8,14.5
476,198,8.6,55.2,37625,9.6,40.5,203,27.2
297,123,9.4,72.4,45003,8.1,46,174,17.5
217,92,9.7,77.4,50774,6.7,44.1,167.3,10.7
2131,880,14.4,70.4,47745,8.5,38.3,176.4,14.9
2841,1203,19.4,70.9,50453,8.4,32.3,178.1,13.4
1343,549,12.1,63.8,43160,7.4,45.2,187,17.2
527,210,9.9,67.7,46128,7,46.9,168.7,13.4
221,77,17.9,79.3,69900,4.2,36.8,165.7,7.7
156,67,9.4,71.4,49565,7.5,48.7,172.1,10.1
72,29,5.8,56.2,37633,12,45.9,184.3,23.7
938,334,25,83.8,72973,6.1,26.8,160.4,5.8
387,159,11.8,66.4,45048,6.8,41.5,186.2,15.7
554,233,13.3,69.3,50106,4.8,41,170.3,13.9
193,91,9.3,71.4,42214,7.1,45.4,185.1,14.2
533,232,18,81.8,54996,7.2,31.3,173,13.5
129,57,9.7,77.1,47905,6.6,48.2,190.6,10
100,52,10,38.6,31386,7.9,42.6,220.9,27.2
36,14,14.7,68.1,51885,4.9,40.6,159.5,16.6
76,26,9.6,47.3,35910,8.7,40.8,151.7,21.8
24,12,14.6,71.4,56664,3,37.7,181,10.5
98,43,11.6,64.4,46625,2.9,40.4,182.4,15
62,24,12.2,65.1,44309,3,39.4,180.2,18.4
221,101,13.5,57.6,38187,8.1,33.4,191.7,19.1
145,73,11.3,51.1,39933,9.5,41.2,211.4,23.5
53,20,13.9,64.4,39743,9.5,33.1,150.3,15.8
149,66,11.7,62.1,44010,9,28.5,185.4,16.8
2147,713,26.1,73.3,66315,7.6,19,145.5,12.5
11,4,10.7,74.4,33387,8.5,36.1,144.6,23.3
512,193,14.9,67.7,52903,9.7,29.8,168.6,15.4
590,219,12.6,78.9,60179,5.7,42,165.3,10.8
7913,3100,22.1,76.9,52385,7.1,29.8,182.1,13.1
442,177,10.5,72.3,44326,8.5,49.4,171.1,13.8
1133,466,15.3,73.9,51041,6.8,39.2,180.2,11.7
330,110,8.5,70.9,46890,7.3,50.8,151.2,13.6
2265,816,15.1,71.2,55936,9,38.4,162.4,14.3
819,328,13.1,70.6,43343,6.4,48.2,179.4,15
406,163,11.7,69,47242,5.6,48,183.8,12.9
3803,1328,22.8,83.4,77823,7,30.7,168.7,6.6
1149,405,21.1,81,60851,5.9,34.9,169.7,8.9
979,366,12,72.3,42703,8.5,46.3,168.5,15.3
43,14,11.7,71.1,40257,4.5,48.7,159.6,14.2
439,177,9.6,71.8,49252,8.6,46.2,191.8,13
626,208,21.7,83.5,51573,5.1,31.6,142.4,17.9
2688,894,29.3,82.4,85613,5.9,23.2,159.1,7.3
248,92,12.3,70.6,43202,8.1,47,179.4,15.1
516,212,9.2,66.2,40230,7.8,50.9,183,16.5
232,98,11.3,69.3,44224,6.1,45.6,196.6,17.4
424,151,13.2,77.6,46938,5.7,45.7,175.2,14.3
551,224,12.4,64.9,43969,7.2,45,191.8,14.9
1332,473,20.3,81.4,62692,5.6,35,154.6,9.1
1417,534,17.6,72.4,52967,7.1,34.8,169.1,13.4
3395,1270,21.1,76,62867,8.2,31.8,187.4,11
235,93,11.6,75,46965,5.2,50.4,189.9,10.5
1566,620,16.9,69.6,45476,8,40,182.5,16.4
932,394,9.7,65.5,36902,8.4,49.9,198.7,20.2
49,22,5.7,68.2,37794,4.8,53.6,206.5,21.9
877,323,12,72.6,50434,6.9,43.9,162.2,11.9
88,34,8,70.9,48084,7.5,51.1,177.5,13.3
240,95,11.6,71.4,49897,6.4,47.3,193.5,16.5
248,105,9.1,70.5,44531,8.1,51.7,172.7,15.1
457,172,13.5,73.2,42611,7.8,43.9,151.6,17
304,120,9.7,67.8,43810,6.4,51.2,183.2,13.3
124,54,8,69.6,48944,5.7,51,162.9,12.3
1370,549,16.3,72.5,45098,6.9,37.7,178.3,15.4
2737,1032,16.4,70.6,57369,6.1,38.2,157.6,10.5
620,255,13.2,68.4,44903,7,45,186.1,13.2
814,321,12,71.2,53861,6.9,43.9,172.8,10.9
2001,741,17.3,70,58283,8.5,33.1,168.4,12.8
2153,836,13.3,70.8,44222,7.8,39.5,181.1,15.8
766,280,13,71.9,45211,7.7,41.1,178.5,16
260,101,10,70.4,44723,9.1,48.2,170.4,16.6
792,320,13.9,69.5,43559,6.8,44.4,186.7,14.6
304,113,8.2,63.3,40957,6.4,50.2,168.3,16.3
866,334,14.9,70.6,59492,12,36.6,180,13.3
4749,1672,26.3,83.4,79576,6.4,24.8,161.8,7.1
124,41,15.9,77.6,54547,6.6,39.8,152.6,11.2
1931,677,17.2,77.1,61510,7.3,35.3,172.7,10
620,248,9.4,71.8,40429,7.2,50.3,177.5,15.9
259,103,10.6,76.2,54920,6.3,46,189.7,8.7
8236,3303,14.9,55.7,39037,13.9,33.8,211.7,25.8
346,120,14.7,72.5,58375,11.6,35.8,157.4,10.6
114,52,9.2,67.2,40323,6.9,48.2,191.9,14.3
992,409,9.8,71.6,43169,8.8,47.7,186.6,13.5
224,78,10,70.1,49117,5,46,159.2,13.1
494,189,9.9,72.3,45706,6.9,49.3,159.4,13.5
59,21,9.8,74.2,44191,8.7,49.1,186.2,14.4
258,100,10.8,71.5,49552,7.7,46.7,163.6,12.8
275,104,12,69.5,47360,7.4,44.6,174.7,16.3
227,81,12.3,73,47996,6.1,41.2,144.9,13.4
369,160,10.7,67.3,43810,8.1,49.7,199.4,16.2
295,113,11.7,73.5,44651,6.6,47.2,179.3,14.1
1356,561,18.1,77.7,55796,6.5,39.3,186.3,10.7
321,139,11.7,69.9,48663,7.8,44.3,179.4,13.9
2461,982,17.1,77,53536,5.6,38.9,175.3,10.1
189,71,12.2,73.3,55882,7.6,48.2,191.7,10.9
2467,883,14.9,75.1,58471,7.3,41,170.2,10.2
306,104,23.9,80.8,68246,6.8,22.4,142.2,8
1034,410,19.4,78.3,61923,8.2,28.6,184.1,9.3
518,193,26.4,79,69203,6.9,23.1,164,9.5
3257,1254,16.2,63.9,47278,9.5,28.8,173.6,18.3
765,265,25.8,81.7,70705,6.4,23.3,162.2,10.4
143,61,8.6,56.6,35525,10.7,37.5,183.7,21.4
753,330,15.9,65.2,48537,9.9,31,164.3,16.6
49,23,10,47.9,25530,22.6,39.4,197.6,39.9
1069,409,12.6,63,43124,9.2,31.5,177.3,16.7
91,39,12.5,47.1,30349,10.9,25.2,187.5,29.7
101,55,9.1,54.8,32205,14.7,37.5,212.1,27
1000,352,23.1,66.7,55427,7.2,23.4,146.9,12.9
786,287,14.7,66.7,52436,9.9,31.1,175.8,13.7
93,30,11,60.8,41209,8.6,37.2,150.9,19.3
1760,668,25.9,68.4,52752,7.7,21.6,173.7,16.8
312,120,10.3,56.4,38947,10.6,36.9,187.8,22.3
197,86,9.3,54.9,37537,13.8,36.5,215.6,22.5
228,109,7.7,52.7,34949,10.3,39.6,206.2,26.4
217,90,9.2,52,32268,16.2,36.4,194.1,27
225,105,8.8,48.8,35558,12.4,37.9,211.7,23
369,168,11.6,55.5,35640,15.9,36.5,206.8,25.3
150,73,6.2,45.2,30516,13.2,38.9,204.7,29.8
618,210,15.8,70.3,56388,8,29.2,172.9,12.8
123,48,11.4,65,44129,8.9,36.3,157.8,17.5
138,62,8.6,52.4,35490,12.8,39.8,201.9,23.1
677,297,13.9,59.7,42232,12.1,33.7,195.5,19.5
431,173,15.4,56.3,44283,11.2,31.3,190.9,19.6
2249,860,20.7,66.7,49659,7.6,26.3,175.4,14.7
92,45,10,61.2,48140,7.5,36.4,183.2,16.2
250,101,15.6,61.3,53203,5.1,31.9,160,14
161,63,11.1,53.5,47227,5.2,36,159.3,16
107,47,10.7,61.2,46705,7.2,31.8,182.1,17.3
76,42,10.8,56.1,40796,5.4,38.7,215.5,16.3
1348,490,11.8,34.8,32215,10,24,131.2,34.5
71,29,9.9,51.7,37801,8.5,36.5,182.2,23.9
25,11,15.4,74.1,58425,1.7,28.4,136.9,8.6
164,80,9.7,54.8,39256,9.2,44,179,19.1
33,14,9.4,42,42966,4.7,33.1,163.3,19.4
145,55,13.4,63.5,77281,7.8,31.8,183,10.7
270,105,12.1,53.2,38465,6.4,33.4,174.1,20.1
34,15,11.6,64.6,39025,5.2,40.1,192.3,22
61,25,11,65.3,50993,6.8,39.5,167.3,13.5
15,7,7.4,43.6,39870,8.5,29.7,187.5,20.7
25,9,14.3,69.3,41593,3.1,33.5,151.8,14.9
53,26,9.2,46.8,37497,8.2,41.1,182.5,22.6
16,8,10.9,50.6,38655,5.2,32.7,187.2,19.3
117,54,14,64,46484,4.2,38.8,177.4,16
561,221,22.9,70.6,64533,4.9,25.5,158.3,9.2
86,42,11.5,52,38280,4.5,37,197.7,19.7
15,7,8.2,58.6,40837,2.8,30.1,156.8,26.5
203,84,14.7,65.2,57378,7,32.1,169.2,15.3
239,91,10.5,77.7,47018,9.5,30.3,184.5,14.8
9,5,11.6,44.9,32722,7.5,30.9,192.3,20.9
16,6,9.4,64.5,61098,5.2,30.4,150.1,9.5
15,7,8.9,63.1,49614,1.8,27.2,165.6,13.7
26,14,9.2,43.8,36627,10,30.7,174.1,24.1
29,9,9,52.4,43523,5.6,33.3,177.9,12.4
64,25,8.2,54.9,41876,9.5,37.4,165.4,20.2
73,33,10.8,52.5,41499,5.4,30.8,180.8,19.2
29,15,14.4,55.7,38304,13.6,33.6,184.1,20
118,49,10.7,61.3,45717,6.8,37.5,167.1,18
10,5,11.4,58.4,35924,13.6,28.3,151.4,22.1
37,18,7.2,38.9,36856,10.3,29.8,148,25
22,12,9.6,58.1,37263,3.9,33.5,202.7,19.4
45,23,5.7,43.6,35069,10.9,33.3,166.7,26
112,54,10.5,46,36591,4.4,35.9,196.8,19.9
538,230,10.6,57.7,55555,5.2,28.7,190.1,12.8
8,4,20.8,57.8,35554,4.9,28.8,122.6,22.5
605,236,14.9,65.6,61157,6.5,29.7,175.4,11
2708,1015,14.7,47.3,40081,8.4,24.5,142.9,23.4
149,57,18.5,60.4,41914,4.1,27.1,144.8,21.8
83,34,8.8,55.5,35491,7.2,37.7,151.9,23.7
182,81,10,59.5,43211,6.7,35.2,179.1,17.1
144,64,11.5,66.5,49830,1.8,36.9,158.1,10.9
25,10,11.7,61.9,44519,7.2,33.4,163.3,15.4
30,15,12.9,49.7,36898,8,29.1,173.5,23.7
1931,592,28,74,88516,5.1,17.5,133.4,8.8
59,24,11,52.1,42099,6.6,33.5,156.3,16.4
103,46,8.7,61.5,46526,4.9,33.9,180.2,16.7
55,25,7,47.2,34206,5.2,33.8,155.7,26
47,23,8.5,45.4,50709,4,27.9,164.8,14
1336,569,19.1,68.1,58333,7.5,24.5,191.2,14.3
16,10,5.4,51.6,49947,2,27.8,164.8,28
181,79,22.7,63.1,52814,6.8,26.6,157.5,12.5
45,15,9.1,70.4,49369,9.3,39.5,139.8,15.3
86,43,10.1,49.1,42291,6.5,33.7,179.2,18.3
